ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	116	0.507471306139068	1.76734710919476	4.67694586188219e-05	0.00157253831877778	0.00135313925660711	3684	tags=43%, list=25%, signal=33%	GTSE1/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/CDC6/CDK1/MUC1/CCNB1/BUB1/ORC1/EME1/NDC80/KNTC1/BLM/FANCD2/DTL/ZWINT/CDT1/MAD2L1/CHEK1/SPDL1/BRCA1/MSH2/CASP2/BRSK1/XRCC3/DONSON/CDK2/ZWILCH/TOPBP1/TIPIN/RFWD3/PRKDC/CHMP4C/MDC1/TPR/MRE11/CHFR/ZNF207/RAD9A/EME2/INTS3/LCMT1/PCID2/NABP2/CHEK2/DYNC1LI1
GOBP_DIGESTION	GOBP_DIGESTION	85	0.546180658983326	1.8377440248855	4.77188386548878e-05	0.00159291662847971	0.00137067440377122	1073	tags=25%, list=7%, signal=23%	SST/CLPS/PRSS1/PRSS2/OXTR/TFF2/AQP1/KCNQ1/INAVA/APOA4/MUC6/SCT/GCNT3/VIL1/SOAT2/ADM2/SOX9/STK39/SLC5A1/TFF3/SLC2A5
GOBP_PYRIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_PYRIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	23	-0.651295204508037	-2.22007443324475	5.18531366841988e-05	0.00171856110153345	0.00147878907852005	2395	tags=57%, list=16%, signal=48%	NAXD/NMNAT1/PARP10/NUDT12/NMRK1/NAMPT/NADK2/PTGIS/KMO/ACMSD/HAAO/NNMT/ASPDH
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	60	0.595214604855717	1.90379794098584	5.41999457766587e-05	0.00178360105250849	0.00153475471691576	1135	tags=35%, list=8%, signal=32%	UBE2C/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/DLGAP5/CDC6/CCNB1/BUB1/CENPE/TACC3/NDC80/KNTC1/ZWINT/CDT1/MAD2L1/ESPL1/FBXO5/SPDL1
GOBP_MITOTIC_SPINDLE_ASSEMBLY	GOBP_MITOTIC_SPINDLE_ASSEMBLY	65	0.573811336661482	1.85577885102152	5.50744589605089e-05	0.00179961612378001	0.00154853538055753	3615	tags=51%, list=24%, signal=39%	MYBL2/CDC20/AURKB/PLK1/KIF23/KIF15/NEK2/KIF4A/TPX2/KIFC1/KIF11/MISP/PRC1/RACGAP1/CCSAP/FLNA/HSPA1B/KIFC2/MZT1/CHMP4C/KIF2A/KPNB1/CHMP3/TPR/OFD1/ZNF207/HNRNPU/SMC3/CHMP4B/CEP192/CEP97/SPICE1/CHEK2
GOBP_CELLULAR_RESPONSE_TO_ZINC_ION	GOBP_CELLULAR_RESPONSE_TO_ZINC_ION	17	-0.721963815616086	-2.2678707955399	5.57005761051156e-05	0.00180734736452963	0.00155518796589403	536	tags=53%, list=4%, signal=51%	MT1DP/MT1M/MT1E/MT1H/MT1F/MT1G/MT2A/MT1B/MT1X
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	329	0.409606026597829	1.53218402463136	5.82704749736087e-05	0.00187760419359406	0.00161564262847148	3270	tags=32%, list=22%, signal=25%	GTSE1/UBE2C/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/ANLN/DLGAP5/CDC6/CDK1/MUC1/CCNB1/CDC25A/BUB1/CENPE/ORC1/KIF14/EME1/NDC80/CDKN1C/KNTC1/BLM/FANCD2/STIL/DTL/ZWINT/DNA2/CDT1/CDCA5/CDC45/MAD2L1/ESPL1/RBL1/CDC7/EZH2/CHEK1/CDC25C/RRM2/FBXO5/RCC2/WDR76/CDKN2A/AURKA/DBF4/SPDL1/DBF4B/BRCA1/PLCB1/RHNO1/SASS6/MSH2/CDK4/TFDP1/CASP2/UBD/MTA3/CENPJ/BRSK1/XRCC3/DONSON/CDC25B/NPM1/FAM83D/CDK2/ADAM17/ZWILCH/TOPBP1/SLFN11/TIPIN/ANAPC7/DOT1L/E2F1/RFWD3/THOC5/PRKDC/ACVR1/CHMP4C/CDKN2C/PRMT2/RAD1/ATF5/TIMELESS/MDC1/TPR/MRE11/RRM1/CTDSPL/TP53BP1/RAD21/CDK7/CDC14A/CHFR/TFAP4/INTS7/ZNF207/RAD9A/THOC1/ANAPC4/EME2/INTS3/BRIP1/DDX39B/LCMT1
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	192	0.448912680164817	1.63379619110728	6.49031307312644e-05	0.00206267483967854	0.00177489239267257	4004	tags=42%, list=27%, signal=31%	UBE2C/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/DLGAP5/TOP2A/NCAPH/NEK2/CDC6/NCAPG/CCNB1/PKIB/BUB1/PIF1/CENPE/TACC3/NDC80/PTTG1/KNTC1/ZWINT/NCAPD2/CDT1/CDCA5/MCM2/MAD2L1/ESPL1/FBXO5/SRC/SMC4/DNMT1/SPDL1/RMI2/FEN1/CCT5/ACTL6A/XRCC3/CDK2/ZWILCH/ANAPC7/TRIM28/MAPT/SMC2/CCT6A/SFPQ/DDX11/DKC1/PARP1/TPR/MRE11/SMG5/HNRNPA1/CCT3/MCRS1/GNL3/CCT2/RAD21/CHFR/XRCC1/ANAPC1/ZNF207/HNRNPU/ANAPC4/LCMT1/INO80C/MAPK3/TCP1/INO80D/PCID2/NABP2/RUVBL1/MORC2/DYNC1LI1/MAP3K4/SIRT6/CCT4/CCT8/NAT10/PPHLN1
GOBP_DNA_REPAIR	GOBP_DNA_REPAIR	445	0.381742192991107	1.44556638581953	6.48640838088012e-05	0.00206267483967854	0.00177489239267257	6576	tags=56%, list=44%, signal=33%	TNP1/TRIP13/NEIL3/UHRF1/RAD54L/FOXM1/CDK1/XRCC2/PIF1/EXO1/PCLAF/CHAF1B/EME1/PARPBP/PTTG1/BLM/FANCD2/RAD51AP1/WDHD1/DTL/GINS4/TRAIP/DNA2/CDCA5/UBE2T/RAD51/MCM2/CDC45/CDC7/CHEK1/RECQL4/MCM4/NSD2/MCM6/CGAS/SPIRE1/RFC4/MCM8/MCM3/BRCA1/TONSL/RHNO1/USP43/RMI2/MSH2/DCLRE1C/POLD1/FAAP24/FANCG/NPAS2/POLA1/RNASEH2A/HMGB2/FEN1/KMT5C/RAD51D/NUDT1/TDG/ACTL6A/POLE2/XRCC3/LIG1/NPM1/CDK2/RBBP8/MCM7/MRGBP/TOPBP1/MCM5/RFC5/TRIM28/DOT1L/RPS3/CHAF1A/USP1/DCLRE1B/RFWD3/POLD3/PRKDC/SFR1/SFPQ/GINS2/FIGNL1/RAD1/TIMELESS/PCNA/RIF1/DDX11/CSNK1E/MDC1/POLG2/RAD18/PARP1/WRN/FUS/KDM1A/MRE11/RRM1/RFC2/MCRS1/VPS72/TP53BP1/RAD21/CDK7/RFC3/XRCC1/PSMD14/MGME1/SSRP1/SPIRE2/POGZ/SMC3/RAD9A/EME2/INTS3/EP400/BRIP1/FANCL/INO80C/AP5Z1/NONO/PMS2P3/INO80D/PMS1/WRAP53/UNG/DHX9/NABP2/RUVBL1/CHEK2/BTG2/HSF1/HDAC10/MAGEF1/TRRAP/SIRT6/XRCC4/PIAS4/FANCA/SHLD3/ARID2/CDKN2D/MSH6/RAD51C/PALB2/RPA1/PPP5C/SPRTN/RBX1/UBR5/SUPT16H/PDS5A/MUTYH/DEK/CUL4B/UCHL5/RNF8/CENPS/MRNIP/CHD1L/SHLD1/TAOK1/PNKP/CEP164/TP53/REXO4/ERCC3/RMI1/PRMT6/XRCC6/UBE2N/SIRT7/SMARCAL1/NABP1/UBQLN4/ABL1/RFC1/FBH1/GTF2H1/SMUG1/CEBPG/TDP1/PAXIP1/ETAA1/PARP2/RECQL/MMS19/NIPBL/RNF138/MORF4L1/USP3/SMCHD1/APEX1/POLE/APEX2/FAM168A/UVSSA/SMC1A/POLI/NSMCE2/ERCC1/CETN2/OTUB1/HINFP/BRCC3/SLF2/ACTR5/KIN/EXO5/EXD2/ACTR2/EYA3/ACTR8/HUWE1/XRCC5/TFPT/SMC6/ACTB/KAT7/TOP3A/RNF169/GTF2H3/NFRKB/BRD8/KIF22/PARG/PAGR1/CYREN/PAXX/ASF1A/UIMC1/UBE2A/PML/ASCC3/MORF4L2/ERCC2/RUVBL2/NOP53/BCCIP/TTC5/LIG3/GEN1/REC8/CUL4A/ATR/WRNIP1/FAM111A/DDX1/USP28/MUS81/EPC2
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	44	-0.535073977369984	-2.12388566430896	6.71622637848068e-05	0.00211995172762928	0.00182417806327084	1109	tags=48%, list=7%, signal=44%	SLC25A13/CRYM/GCAT/BHMT2/SDSL/MSRA/GOT1/GOT2/ADI1/PIPOX/ASS1/ASPG/ASPA/RIDA/MTHFD1/MAT1A/SDS/AADAT/BHMT/AASS/GNMT
GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION	GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION	22	0.716474860619953	1.9461879361794	7.33158611709978e-05	0.00229855132319885	0.00197785961181788	2667	tags=73%, list=18%, signal=60%	GINS1/BLM/HMGA1/GINS4/RAD51/MCM2/CDC45/RECQL4/MCM4/MCM6/MCM3/GINS3/MCM7/MCM5/GINS2/WRN
GOBP_THIOESTER_METABOLIC_PROCESS	GOBP_THIOESTER_METABOLIC_PROCESS	80	-0.444355372058203	-1.97088685478655	7.48780270572979e-05	0.00233177211775746	0.00200644547247143	1473	tags=35%, list=10%, signal=32%	ACSF2/SUCLG2/MCEE/ACOT4/ACACB/ACSL5/ACOT2/ACOT1/HMGCS2/HSD17B4/NUDT7/ACSM3/MLYCD/ACOT12/ACSM1/TDO2/BAAT/PIPOX/ACSL1/ACSM2B/ACAT1/GCDH/ACSM2A/PDK4/AADAT/ACSM5/AASS/GLYAT
GOBP_EPITHELIAL_TUBE_FORMATION	GOBP_EPITHELIAL_TUBE_FORMATION	101	0.51663563896017	1.77154954624255	7.56371094636826e-05	0.00233970791940992	0.00201327407856665	3678	tags=45%, list=25%, signal=34%	TRIM71/SPINT1/SFRP2/FOLR1/SPINT2/CTHRC1/VANGL2/PTK7/FZD2/SOX4/TGFB2/FZD1/STIL/SOX9/HNF1B/LHX2/TGFB1/KIF20B/TEAD2/ST14/FGFR2/MTHFD1L/HIF1A/IFT52/TULP3/CELSR1/DVL2/RPS7/IFT57/VASP/CEP290/GLMN/CC2D2A/KAT2A/DVL3/IFT172/APAF1/SEMA4C/SCRIB/MIB1/MED12/CDK20/BCL10/TSC1/DEAF1
GOCC_SPINDLE_MICROTUBULE	GOCC_SPINDLE_MICROTUBULE	77	0.55584326901481	1.84480719576851	7.72672195814344e-05	0.00237430396594606	0.00204304331733971	3425	tags=43%, list=23%, signal=33%	CAPN6/KIF18B/AURKB/PLK1/KIF18A/KIF4A/SKA1/CDK1/BIRC5/KIF11/SKA3/CENPE/KNTC1/MISP/PRC1/PSRC1/AURKA/CCSAP/MAPRE1/HAUS6/TUBG1/CEP295/HAUS5/CHMP4C/KIF2A/HAUS8/HAUS1/CHMP3/TUBG2/HAUS3/HNRNPU/SKA2/CHMP4B
GOBP_DETOXIFICATION	GOBP_DETOXIFICATION	110	-0.385467431215709	-1.84826545608799	8.49244613803086e-05	0.00257548693336361	0.0022161574270073	1538	tags=29%, list=10%, signal=26%	CCS/NOS3/GCH1/GSTK1/MGST2/ALDH1A1/ABCB1/MGST1/ALB/SLC30A1/SLC47A1/SOD1/SLC17A3/GSTA1/CAT/MT1DP/ABCG2/SOD3/FBLN5/HP/GSTZ1/AKR7A3/MT1M/MT1E/MT1H/MT1F/MT1G/MT2A/MT1B/ADH4/MT1X/GSTM1
GOBP_DNA_RECOMBINATION	GOBP_DNA_RECOMBINATION	238	0.430063578046019	1.59239292839487	8.48033305309759e-05	0.00257548693336361	0.0022161574270073	5705	tags=57%, list=38%, signal=36%	TRIP13/TNFSF4/RAD54L/TOP2A/XRCC2/PIF1/EXO1/EME1/PARPBP/BLM/FANCD2/RAD51AP1/GINS4/RAD51/MCM2/CDC45/PSMC3IP/CDC7/CHEK1/KPNA2/RECQL4/MCM4/TGFB1/NSD2/MCM6/CGAS/MCM8/BATF/MCM3/BRCA1/TONSL/RHNO1/TCF3/RMI2/MSH2/C11orf80/DCLRE1C/HMGB2/FEN1/KMT5C/RAD51D/IL27RA/ACTL6A/XRCC3/LIG1/RBBP8/MCM7/MRGBP/MCM5/ALYREF/RFWD3/PRKDC/SFR1/SFPQ/GINS2/FIGNL1/TIMELESS/CLCF1/RIF1/PARP1/WRN/MND1/FUS/TFRC/KDM1A/MRE11/MCRS1/LEF1/VPS72/TP53BP1/RAD21/XRCC1/PSMD14/POGZ/SYCE3/THOC1/EME2/INTS3/EP400/BRIP1/INO80C/AP5Z1/HSPD1/NONO/INO80D/WRAP53/UNG/NABP2/RUVBL1/TSN/HDAC10/MAGEF1/TRRAP/SIRT6/XRCC4/SHLD3/ARID2/MSH6/SLC15A4/RAD51C/PALB2/EXOSC3/RPA1/TPRKB/UCHL5/RNF8/CENPS/MRNIP/SHLD1/RMI1/UBE2N/NABP1/UBQLN4/FBH1/TOP2B/PAXIP1/SWAP70/RECQL/MMS19/NIPBL/RNF138/MORF4L1/SMCHD1/APEX1/APEX2/NSMCE2/ERCC1/ACTR5/KIN/EXD2/ACTR2/ACTR8/XRCC5/TFPT/TEP1
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	40	-0.564191208649031	-2.20419148054739	8.77024077707299e-05	0.00262541401326572	0.00225911872783958	1300	tags=35%, list=9%, signal=32%	LPIN2/C3/SIK1/GPAT3/AGMO/RGN/ACSL1/PCK1/ANG/PCK2/THRSP/GPLD1/MFSD2A/MOGAT2
GOMF_CHROMATIN_BINDING	GOMF_CHROMATIN_BINDING	448	0.378866468286539	1.43516175997559	8.74250090251844e-05	0.00262541401326572	0.00225911872783958	5576	tags=52%, list=37%, signal=33%	RBPJL/ARID3A/CENPA/CENPF/PDX1/TOP2A/NCAPH/CDK1/EXO1/PCLAF/CHAF1B/ORC1/CBX2/HMGA1/MLLT3/HELLS/WDHD1/CDT1/SOX9/CDCA5/NDN/UBE2T/RAD51/CDC45/ZIC2/CTBP2/RBL1/CKS2/EZH2/LHX2/NSD2/CGAS/SMC4/CREB3L1/PHF19/SCML2/DNMT1/DNMT3A/MCM8/NAP1L1/NPM3/MITF/MSH2/POLD1/GMNN/FAAP24/PKN1/HDAC2/PCGF2/ATAD2/POLA1/CBX1/HDAC7/POLR3D/KMT5C/MTF2/SCMH1/MTA3/FOXN4/FOXC1/ACTL6A/RAN/PHF21A/NPM1/SMARCA4/NUP62/SMARCD1/GRHL1/TRIM28/PYGO2/ZKSCAN3/NFATC2/SMC2/CHAF1A/EHMT2/CBX5/PRKAA2/NOTCH1/SFPQ/NCOA5/CBX3/SMARCB1/TOX2/NCAPH2/ATF5/PCNA/DDX11/RCC1/SAMD1/TPR/SMARCC1/WRN/FUS/KDM1A/NCOA6/PLAC8/ONECUT1/KAT2A/ASXL1/ATF4/LEF1/ADNP/RAD21/HDAC1/CBX4/RBMX/RBBP4/HMGN1/ZFX/SP3/SSRP1/TRIM24/HNRNPU/SMC3/RERE/BRD3/EP400/BRIP1/EED/TNRC18/SUZ12/NELFA/KDM3A/CEBPA/ASH1L/NELFE/STAG3L4/YBX1/NONO/MED12/SKIL/RNF2/HCFC1/DHX9/LDB1/MORC2/ZNF143/HSF1/SET/NCOR2/PPARG/JARID2/SIRT6/SUPT5H/CHD7/MBD5/MSH6/PBX2/HMGN4/PELP1/CABIN1/ING5/PATZ1/ZNF445/LEMD2/PHC2/E2F4/RARG/STAT1/SBNO1/SUPT16H/KDM3B/ZNF354B/CHD4/MBD6/SMARCA1/RNF8/CENPS/MRNIP/TTC21B/NAP1L4/MLLT10/SETDB1/CRAMP1/ZNF304/TP53/DNAJC2/WAC/TOX/PKNOX1/CTBP1/MLLT6/SMARCE1/HNRNPD/POLR2B/TTF1/KDM6A/ERCC3/PRMT6/BAHCC1/SIRT7/ATF2/L3MBTL3/NSD1/PWWP2A/DNTTIP1/TSPYL2/CCNT2/CHD8/GTF2H1/SPI1/BRD4/TOP2B/ACTN4/RBPJ/HNRNPC/GATAD2B/MSL1/SIN3B/PARP2/MED1/NIPBL/MNT/MORF4L1/LEMD3/FOXA1/APEX1/POLE/IRF3/MECP2/CDYL/HMGN3/SMC1A/ERCC1/HINFP/POLR1A/ACTR6/TRIM37/PRKAA1/POLE3/RNF4/MCMBP
GOCC_CELL_PROJECTION_MEMBRANE	GOCC_CELL_PROJECTION_MEMBRANE	239	0.427763336752459	1.58374218573134	8.83963980143531e-05	0.00262922619734999	0.00226239903959812	3094	tags=30%, list=21%, signal=24%	SLC34A2/RAB25/LAMP5/PROM1/CA9/FOLR1/CYS1/EPS8L1/MUC20/PACSIN1/TESC/EPS8L3/AQP1/SH3YL1/SLC3A1/SLC6A6/ADORA1/MFSD10/EVC/ITLN1/TCTN2/TTYH1/DPEP1/GABBR1/ITGA3/PDE9A/SLC5A1/AIF1L/FSCN1/SRC/SLC7A11/ARHGEF2/DAGLA/RAB34/SGCE/SLC26A3/MYO10/MAPRE1/ITGAV/C2CD5/S100P/TRPV4/PDE4A/SLC26A2/ITGA5/SLC39A6/ATP2B1/ASAP1/SLC7A5/ADAM17/NME1/MCHR1/MAPT/FERMT1/SLC26A6/RPS3/JCAD/UTRN/SLC12A2/VASP/DMTN/MYO6/CORO1C/SLC9A3/ATP7A/SLC22A5/ATF4/GABRE/VEZT/NCKAP1/EZR/PAK1
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	16	-0.749346004733397	-2.3465102936999	9.60473509085082e-05	0.00283859686761451	0.00244255851153853	1544	tags=75%, list=10%, signal=67%	CRYM/GCAT/SDSL/GOT1/GOT2/PIPOX/ASPA/RIDA/MAT1A/SDS/AADAT/AASS
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	109	-0.381162845143164	-1.83001347030854	0.000101368252906723	0.00297689046510884	0.00256155751682346	1473	tags=32%, list=10%, signal=29%	ACSF2/SUCLG2/MCEE/ACOT4/ACACB/ACSL5/ACOT2/PANK1/ACOT1/PAPSS2/HMGCS2/ABHD14B/HSD17B4/NUDT7/SULT1A1/ACSM3/MLYCD/ACOT12/SULT1A2/ACSM1/SULT2A1/TDO2/BAAT/PIPOX/ACSL1/ACSM2B/ACAT1/GCDH/ACSM2A/PDK4/AADAT/SULT1B1/ACSM5/AASS/GLYAT
GOBP_TETRAPYRROLE_METABOLIC_PROCESS	GOBP_TETRAPYRROLE_METABOLIC_PROCESS	59	-0.458521814982717	-1.97538968619379	0.000108566421523283	0.00316822764696875	0.00272619951564258	1239	tags=25%, list=8%, signal=23%	UGT1A1/BDH2/PGRMC1/MMAA/CLYBL/AMBP/SLCO1B1/ALAD/SLCO2B1/ALAS1/UGT1A4/HPX/SLCO1B3/CYP1A1/CYP1A2
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	183	0.443281903595792	1.6076104202694	0.000110851299010781	0.00319854157177576	0.00275228407026893	3684	tags=36%, list=25%, signal=28%	GTSE1/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/CDC6/CDK1/MUC1/CCNB1/BUB1/ORC1/EME1/NDC80/CDKN1C/KNTC1/BLM/FANCD2/DTL/ZWINT/CDT1/MAD2L1/RBL1/EZH2/CHEK1/FBXO5/SPDL1/BRCA1/MSH2/CASP2/FOXC1/BRSK1/XRCC3/DONSON/CDK2/ZWILCH/TOPBP1/SLFN11/TIPIN/RFWD3/PRKDC/ACVR1/CHMP4C/PRMT2/NLE1/MDC1/TPR/MRE11/CTDSPL/RAD21/CHFR/BTG3/ZNF207/BTG1/NME6/RAD9A/EME2/INTS3/LCMT1/SCRIB/PCID2/NABP2/CHEK2/BTG2/DYNC1LI1
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	238	0.427551613311789	1.58309189691171	0.000110983877813771	0.00319854157177576	0.00275228407026893	3270	tags=33%, list=22%, signal=26%	GTSE1/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/NEK2/CDC6/CDK1/MUC1/CCNB1/BUB1/ORC1/EME1/NDC80/PTTG1/KNTC1/BLM/FANCD2/LIF/DTL/CCNF/ZWINT/DNA2/CDT1/CDC45/MAD2L1/ESPL1/RBL1/E2F8/EZH2/CHEK1/FBXO5/WDR76/SPDL1/BRCA1/RHNO1/MSH2/CASP2/BRSK1/XRCC3/DONSON/NPM1/CDK2/ZWILCH/TOPBP1/SLFN11/TIPIN/DOT1L/E2F1/RFWD3/THOC5/PRKDC/ACVR1/CHMP4C/PRMT2/RAD1/ATF5/TIMELESS/MDC1/TPR/MRE11/KAT2A/CTDSPL/TP53BP1/RAD21/CHFR/INTS7/ZNF207/NME6/RAD9A/THOC1/EME2/INTS3/BRIP1/DDX39B/LCMT1
GOMF_MANNOSE_BINDING	GOMF_MANNOSE_BINDING	16	-0.744302488823873	-2.33071697269281	0.000115918928583272	0.0033201470902863	0.00285692330160071	407	tags=31%, list=3%, signal=30%	MRC1/MBL2/COLEC10/CLEC4G/CLEC4M
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	24	-0.627753618591382	-2.16066573577008	0.000116879909901686	0.00332713363155719	0.00286293508722696	1949	tags=71%, list=13%, signal=62%	BCKDK/ACAD8/HIBCH/DBT/MCCC2/BCKDHA/ACADSB/HSD17B10/SDSL/HMGCL/IVD/ECHS1/BCKDHB/HIBADH/ACAT1/ALDH6A1/SDS
GOBP_METAPHASE_PLATE_CONGRESSION	GOBP_METAPHASE_PLATE_CONGRESSION	64	0.567447604793227	1.83155098641675	0.000124297422759343	0.00351670757075214	0.00302605984933368	2603	tags=38%, list=17%, signal=31%	CEP55/KIF2C/NUF2/CENPF/AURKB/KIF18A/CDCA8/CCNB1/KIFC1/CENPE/KIF14/NDC80/CDT1/CDCA5/PSRC1/SPAG5/SPDL1/INCENP/FAM83D/NUP62/CENPQ/CHMP4C/KPNB1/CHMP3
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	261	0.416404537741976	1.54500306461148	0.000129263769831616	0.00363505389102243	0.00312789460268786	2939	tags=30%, list=20%, signal=24%	GTSE1/UBE2C/TRIP13/CENPF/AURKB/PLK1/TTK/BUB1B/ANLN/DLGAP5/CDC6/CDK1/MUC1/CCNB1/CDC25A/BUB1/CENPE/ORC1/KIF14/NDC80/CDKN1C/KNTC1/BLM/STIL/DTL/ZWINT/CDT1/CDCA5/MAD2L1/ESPL1/RBL1/CDC7/EZH2/CHEK1/CDC25C/RRM2/FBXO5/RCC2/CDKN2A/AURKA/SPDL1/DBF4B/BRCA1/PLCB1/SASS6/CDK4/TFDP1/CASP2/UBD/MTA3/CENPJ/BRSK1/XRCC3/DONSON/CDC25B/CDK2/ADAM17/ZWILCH/TOPBP1/SLFN11/ANAPC7/E2F1/RFWD3/PRKDC/ACVR1/CHMP4C/CDKN2C/PRMT2/TPR/MRE11/RRM1/CTDSPL/RAD21/CDK7/CDC14A/CHFR/TFAP4
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	40	-0.554802270610519	-2.16751062320927	0.000130378580533058	0.0036443169498397	0.00313586528828085	1612	tags=50%, list=11%, signal=45%	ALDH9A1/BCKDHA/ALDH1A1/ALDH1B1/AKR1C4/ALDH7A1/DHTKD1/ALDH4A1/BCKDHB/CYP27A1/ALDH5A1/ALDH1L1/ALDH8A1/ALDH2/HAO1/ALDH3A1/ALDH6A1/OGDHL/AOX1/ADH4
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	41	0.633268569419949	1.91550597463485	0.000132194610416563	0.00367295204989731	0.00316050524620247	3253	tags=59%, list=22%, signal=46%	MAEL/TRIP13/BUB1B/NCAPH/SGO2/BUB1/SGO1/FANCD2/P3H4/NCAPD2/RAD51/PSMC3IP/CCNE2/SMC4/SMC2/NDC1/EHMT2/CCNE1/NCAPH2/NCAPD3/MRE11/RAD21/SYCE3/BRIP1
GOMF_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	GOMF_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING	76	-0.420274115601522	-1.87750339220143	0.000136259503198732	0.00376335770739355	0.00323829759168415	2275	tags=43%, list=15%, signal=37%	D2HGDH/ACAD8/ACADS/MICAL2/FMO5/MMACHC/ACADVL/MAOA/ETFA/AIFM1/NQO2/NOS3/ACADSB/CRY2/MAOB/ACADM/PRODH2/ACOX1/POR/IVD/ACOX2/ETFDH/XDH/KMO/FMO3/DAO/FMO4/GCDH/LDHD/PRODH/AOX1/ACADL/STEAP4
GOBP_TUBE_FORMATION	GOBP_TUBE_FORMATION	114	0.499144264053333	1.73693798643979	0.000141253285490261	0.00387819671405213	0.00333711436851174	3678	tags=44%, list=25%, signal=33%	TRIM71/SPINT1/SFRP2/FOLR1/SPINT2/CTHRC1/VANGL2/PTK7/FZD2/SOX4/TGFB2/FZD1/STIL/SOX9/HNF1B/EDA/LHX2/TGFB1/KIF20B/TEAD2/ST14/FGFR2/MTHFD1L/HIF1A/YWHAZ/IFT52/TULP3/CELSR1/DVL2/RPS7/NOTCH1/IFT57/VASP/CEP290/GLMN/CC2D2A/KAT2A/DVL3/IFT172/ITGB1BP1/VEGFA/APAF1/SEMA4C/SCRIB/MIB1/MED12/CDK20/BCL10/TSC1/DEAF1
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	52	0.593091961816894	1.87269091033344	0.000144517333828057	0.00394447311154225	0.00339414394557163	1135	tags=29%, list=8%, signal=27%	CEP55/KIF2C/NUF2/AURKB/KIF18A/CDCA8/CCNB1/KIFC1/CENPE/KIF14/NDC80/CDT1/CDCA5/PSRC1/SPDL1
