gene	conMean	treatMean	logFC	pValue	fdr
RALB	4.20074304	4.55350421508021	0.352761175080214	2.72031380712424e-06	4.30387459400473e-06
CDH13	1.74859964	2.34427968347594	0.595680043475936	2.96677675538593e-28	4.48849311940884e-26
GLCE	3.25483464	3.70152671438503	0.446692074385027	3.51723372849011e-06	5.50553349703228e-06
CARS	4.6115891	4.99849945168449	0.386910351684493	1.45172983377016e-07	2.52622726983684e-07
TSC2	3.18531818	3.87792972545455	0.692611545454545	4.50886675169894e-22	3.47528970486533e-21
LST1	3.54784422	3.35862816981283	-0.189216050187166	0.00847169765622757	0.0103157575678878
CCDC92	4.96010708	5.23067730048128	0.270570220481283	2.67661656442461e-05	3.94898181285495e-05
PLSCR2	1.9151893	1.95997256687166	0.0447832668716577	0.277401387067422	0.293517782938014
ASPSCR1	3.46836192	4.39834752382353	0.92998560382353	9.12526641527067e-22	6.71136371740931e-21
CDS1	2.02916352	2.34046022302139	0.31129670302139	0.599371218839306	0.613043782183632
NBL1	2.4418898	2.87826790716578	0.436378107165776	6.36354222209028e-06	9.77040995093403e-06
HSBP1	4.74090326	5.17566881302139	0.434765553021391	1.98253972869698e-13	5.36677089291463e-13
CLDN18	1.91612638	2.03632613088235	0.120199750882353	7.92928078927306e-06	1.21112462755748e-05
TRAM2	4.12358878	3.87467267112299	-0.248916108877005	0.00716250833234064	0.00877968860665624
EIF2S2	5.05767722	5.82873762385027	0.771060403850267	7.10437490533296e-22	5.33160098035735e-21
GNG11	5.05840576	5.3464419913369	0.288036231336898	0.00157868449987048	0.00204135854009017
MARK4	3.47429774	4.62666281131016	1.15236507131016	1.30254030367658e-27	1.0272623662835e-25
DERL1	5.14685298	5.8339830578877	0.687130077887701	1.59870382607784e-17	6.45399949531333e-17
OPRL1	1.86982608	2.01578460395722	0.145958523957219	9.12603566113635e-07	1.49721903779379e-06
CDC25C	1.73218916	2.54224288874332	0.810053728743316	2.62349384453199e-28	4.29135576458353e-26
KLF9	5.4943386	4.9182902790107	-0.576048320989305	5.79877406423243e-06	8.93589869319e-06
CCR3	1.81009408	1.9093576423262	0.0992635623262033	4.62664934114754e-05	6.69844183418394e-05
FBXW2	3.925075	4.36890618754011	0.443831187540107	8.40103142831855e-10	1.71694379005872e-09
TMEM30B	4.23781616	3.98566472796791	-0.252151432032086	0.0159412105079176	0.0189386297802873
SLC7A5	3.09197234	3.40529765965241	0.313325319652407	0.0263491941561791	0.0307372466959231
CASQ1	1.77389928	1.88629494294118	0.112395662941176	4.84331913660839e-09	9.38592319738085e-09
ING1	3.3094888	3.60867423887701	0.299185438877005	1.10060589476694e-06	1.79432481884023e-06
KIF3C	2.14242034	2.3297437365508	0.187323396550802	0.00601531257830742	0.00741256361665589
ALDOA	6.42264314	7.68313760454545	1.26049446454545	2.0827424208286e-19	1.05004930383442e-18
OSM	2.20124156	2.14845120727273	-0.0527903527272731	0.017802091207348	0.0210700618564257
TYRO3	2.12336522	2.5295196534492	0.406154433449198	9.41629458397172e-07	1.54311929610802e-06
TP73	1.74657042	2.09798600467914	0.351415584679144	2.95831158607794e-23	2.97283006242747e-22
ZMYM3	4.02838096	4.7815907376738	0.753209777673797	3.5623458322895e-20	1.98901395300968e-19
GATM	9.69772614	8.81578556465241	-0.881940575347594	1.14101088396242e-08	2.15353614060685e-08
CCDC22	3.19021886	3.87473445433155	0.684515594331551	3.79131574089456e-24	4.86754243304094e-23
CTNNB1	6.32798258	6.83373168245989	0.505749102459893	9.97616597943509e-12	2.35236182851976e-11
SYN2	1.80100794	1.83291755219251	0.0319096121925133	0.0228880772859237	0.0268308409643748
STXBP6	2.0085004	2.6822011336631	0.673700733663102	1.0633301027028e-20	6.48198398700748e-20
SIRT1	4.25571238	4.11346816473262	-0.14224421526738	0.066842656008378	0.0752320566414377
AHSG	11.80719408	10.8267382555348	-0.98045582446524	4.61610418383631e-06	7.17347787752043e-06
VASH1	2.5127964	2.90089275002674	0.388096350026738	2.46671178400084e-08	4.53926358084988e-08
ACTR2	5.67629316	6.15157678283422	0.475283622834224	1.11656163817686e-08	2.10964469519063e-08
SGPL1	4.06170678	4.42237396227273	0.360667182272728	5.8800879023439e-09	1.13255160142616e-08
ORMDL2	4.50683858	5.65133170302139	1.14449312302139	5.80624198955591e-26	1.47799814103018e-24
JAK2	2.37355674	2.4313118263369	0.0577550863368983	0.714691130673574	0.725033508354161
YTHDF1	5.29372962	5.95161909072193	0.657889470721925	1.78884555348974e-20	1.04989187866943e-19
RPN2	7.58938862	8.64818538975936	1.05879676975936	3.35004781900277e-26	9.48428602091393e-25
CLEC4A	2.29649856	2.43790642697861	0.14140786697861	0.00633838238219469	0.00779653691434699
UPK3B	2.25666108	2.36985445291444	0.113193372914438	0.00393482015375283	0.00492996686781543
FLT1	2.67773636	3.10991547433155	0.432179114331551	2.78283858157665e-10	5.90317319670186e-10
MAN1C1	4.71224972	3.48981781609626	-1.22243190390374	8.8351274226516e-17	3.29285571832412e-16
UGT8	1.82017278	1.92459148435829	0.104418704358289	0.00818551998335501	0.00997966846279845
NDUFA4L2	2.19560128	3.80759404101604	1.61199276101604	2.02297067801225e-28	4.19443050011291e-26
ACTN1	5.34080176	5.76313636823529	0.422334608235294	5.90219137003443e-07	9.80885350357745e-07
EVL	4.48963114	4.56097930491979	0.0713481649197858	0.396173503571436	0.412179099769905
GPR37L1	1.97223848	2.13171704663102	0.159478566631016	3.9720171172662e-10	8.329796753647e-10
PLXNA1	2.663448	3.35430400799465	0.690856007994653	1.53225950626747e-17	6.20277186932198e-17
ASNA1	4.34213168	5.49831085181818	1.15617917181818	2.5089063545864e-26	7.48688169934516e-25
HDAC11	2.31177604	3.35150752815508	1.03973148815508	1.68266112664378e-27	1.19862465577778e-25
UBE3B	2.9702825	3.41801652286096	0.447734022860963	5.26106021932996e-18	2.24064343863749e-17
GDPD5	2.68495146	2.99098557058824	0.306034110588235	4.96740656415385e-07	8.31635750211732e-07
SCD	7.19165292	7.49739694302139	0.30574402302139	0.0285020152902921	0.0331609985588975
HMMR	1.83684098	3.2109674644385	1.3741264844385	4.53810608483368e-27	2.17853755692043e-25
GOLGA1	3.20795832	3.55333427088235	0.345375950882353	1.79414908660434e-10	3.87569549571439e-10
CCNB1	1.68184988	4.08513938446524	2.40328950446524	2.73333652720937e-28	4.38973846269825e-26
GNA11	4.03352746	4.41404049382353	0.380513033823529	1.80316590211859e-12	4.495445784198e-12
DENND2D	3.58722442	3.74291436585561	0.155689945855615	0.118483792057365	0.130251068480735
IGFBP1	10.7299687	9.29485222572193	-1.43511647427808	3.71703659641685e-09	7.25581972511603e-09
CCNL1	5.5119563	5.65386620609626	0.141909906096256	0.238391118317501	0.253883379322219
CIC	3.42274886	4.12957405109626	0.706825191096257	1.74123483911825e-18	7.76000370026817e-18
ABCC5	2.43439478	3.28445932946524	0.850064549465241	5.88213875320192e-24	7.16647332510794e-23
ILKAP	3.90940626	4.49155837906417	0.582152119064172	3.90197852483875e-21	2.56063717012635e-20
WASF1	2.86100198	3.57273313406417	0.711731154064171	3.00165024396331e-12	7.36079306077954e-12
ABI1	4.17149658	4.88343978893048	0.711943208930481	1.02253134955587e-17	4.24038469982488e-17
LIN7B	2.43880528	2.90862861569519	0.469823335695187	1.40654561948371e-16	5.14878468997083e-16
NOTCH1	3.29650428	3.6425950018984	0.346090721898396	0.000101383624582941	0.000143146028762966
IL6	2.2786988	1.99208950524064	-0.286609294759358	3.11008817256947e-05	4.56335694822361e-05
DST	3.61859784	3.76054929532086	0.141951455320855	0.0750935008712149	0.0840259555606082
SPATA5L1	2.83649294	3.40211547382353	0.56562253382353	1.61248980643243e-20	9.55273136164833e-20
NOV	2.01296956	2.37967575026738	0.366706190267379	2.18311185468812e-09	4.32751952703325e-09
MBNL2	4.91447152	4.37816832794118	-0.536303192058824	1.00864794200741e-06	1.64958105383289e-06
PUS7L	2.29636424	2.6652562931016	0.368892053101604	1.97429171711825e-16	7.09475945374512e-16
LUZP1	2.83704388	3.18453260593583	0.347488725935829	1.31071461879909e-10	2.85442837257024e-10
PCDHB12	2.30300342	2.42672084339572	0.123717423395722	0.0313803528576965	0.036394781616601
YOD1	2.06893416	2.51540036093583	0.446466200935829	8.79073921682128e-09	1.6720197997886e-08
HGSNAT	4.82503038	5.20956296414438	0.384532584144385	1.77449250896907e-05	2.64899312687575e-05
TOR3A	3.817505	4.90646053018717	1.08895553018717	1.2960246766452e-18	5.88575114077483e-18
PSMD7	5.20372122	5.70088228596257	0.497161065962566	6.88877114492663e-13	1.77400919892527e-12
PUS3	4.764344	4.88869282868984	0.124348828689839	0.0266839038938296	0.0311112622880408
RAB5A	4.20787696	4.4935708963369	0.285693936336898	3.37338154707674e-07	5.7148214816511e-07
NPTXR	2.20003	2.31948889205882	0.119458892058824	0.83789055851926	0.844198392084022
PRIM1	2.46624596	3.67840743596257	1.21216147596257	4.13741640347908e-21	2.7070962290319e-20
PDCD11	3.32818882	4.05123663794118	0.723047817941177	9.9522084824941e-23	8.87958156826974e-22
C5orf15	6.2334438	6.54793185171123	0.31448805171123	4.75367296035343e-06	7.37687864701368e-06
SLC2A9	3.6611454	3.20342344494652	-0.457721955053476	0.000123368557527277	0.000172860797690108
CD6	2.35857986	2.48437983331551	0.125799973315508	0.0675772630558705	0.0760201177499368
PDGFRB	3.4570654	4.44087305510695	0.983807655106952	7.32941943233246e-17	2.75492603599118e-16
CCL2	5.628257	4.75504717441176	-0.873209825588235	5.46749997479387e-07	9.11559593759046e-07
EFNA1	6.94213672	8.10691796176471	1.16478124176471	2.68388951136028e-17	1.05739500686197e-16
POSTN	2.4161276	2.96057135259358	0.544443752593583	0.0533271596889139	0.0605816810077862
RHOBTB3	3.9542445	4.27650919002674	0.322264690026738	4.79439715041409e-05	6.93221640687636e-05
ATF3	5.94889864	4.65087852109626	-1.29802011890374	1.06808481043584e-11	2.51248818390939e-11
MAP3K4	3.23114428	3.65331353147059	0.422169251470588	9.63199838717628e-11	2.11903964517878e-10
FKBP15	3.47170928	3.76038243970588	0.288673159705882	1.51704243991327e-09	3.04338766108424e-09
SRCAP	2.83529948	3.38160960959893	0.54631012959893	8.25979188608202e-19	3.85006552663654e-18
CD177	2.07538694	2.18890925024064	0.113522310240642	0.0010155896563676	0.00133096490129006
ARCN1	6.61804102	6.80028563622995	0.182244616229947	0.00376921529396047	0.00472784417659086
RPS6KA5	2.28487452	2.31411403229947	0.0292395122994655	0.770411956233227	0.779144585460052
G6PC2	1.98980642	2.01074797010695	0.0209415501069519	0.429536484220311	0.445473261138665
RBM17	2.9735411	3.56424064860963	0.590699548609626	2.01202589190385e-22	1.66250932677144e-21
CYB5R4	2.75451006	3.15804366700535	0.403533607005348	2.12615669324042e-08	3.93059145266391e-08
MEPE	2.00340998	2.0776036336631	0.0741936536631016	6.37989488927315e-05	9.13200641013608e-05
CFD	3.97826576	3.60268066836898	-0.375585091631016	0.000248677702761979	0.000340553511394816
BDH1	6.92675388	6.23801761208556	-0.688736267914438	0.000126492185643744	0.000177125154691057
ISG20	3.1151476	3.54116155179144	0.426013951791444	9.09035026492487e-06	1.38344355427432e-05
NUP188	2.73925194	3.23855041433155	0.499298474331551	3.60275826754101e-17	1.4006713865119e-16
IRF1	4.36034936	4.45599221700535	0.0956428570053474	0.29428551740452	0.310304879459726
BAIAP2	3.63720312	3.65368307013369	0.0164799501336899	0.445785428439708	0.461512270207213
LDB1	3.33252864	3.86327491414439	0.530746274144385	6.11747682961991e-12	1.46160867828057e-11
CCHCR1	2.79615538	3.84226898566845	1.04611360566845	2.38408344735691e-28	4.19672277429867e-26
FOXD3	1.72247346	1.71020279529412	-0.0122706647058823	7.2674798028286e-10	1.49183474548885e-09
PCK1	10.80058874	7.9893275352139	-2.8112612047861	1.32891988187846e-19	6.85651245130399e-19
DPM2	3.3605159	4.3011697181016	0.940653818101605	2.08634898881769e-22	1.71429959239318e-21
PABPC1	8.45356902	9.54609224010695	1.09252322010695	3.64475195088784e-20	2.02989243267291e-19
NQO2	5.06164852	5.61124776050802	0.549599240508021	2.48045850275337e-05	3.67184346486015e-05
TALDO1	6.91034046	7.71775629893048	0.807415838930481	2.81083796840526e-18	1.22547540843651e-17
GNAI2	6.18363722	6.47409844537433	0.290461225374332	3.41746776395155e-07	5.78506952069453e-07
INTS1	3.37312648	4.13431104700535	0.761184567005348	1.59417578960664e-23	1.73415698886643e-22
PI3	1.94671036	2.56652056588235	0.619810205882353	0.000552915661551673	0.000738419116795574
HLA-E	8.09842324	8.47874202200535	0.380318782005347	0.000144688596154086	0.000201773661166568
MLYCD	4.01947844	3.33558224002674	-0.683896199973262	8.54983753551305e-15	2.6059597981776e-14
MNAT1	2.7341774	3.27662971647059	0.542452316470588	1.68512192261001e-18	7.52511726107898e-18
GABRD	1.78524994	2.74416269069519	0.958912750695187	7.34136322896356e-30	1.12765934389195e-26
SLC5A2	2.48642786	2.62086946716578	0.134441607165775	6.40285547145639e-10	1.31956188472642e-09
ATP2B3	1.86226568	1.8686802171123	0.00641453711229945	0.517024576370966	0.532146129466878
SH3TC2	1.8139077	1.86618248411765	0.0522747841176472	0.000909562832861338	0.00119788427012926
CYP2B6	7.41179544	4.76985350425134	-2.64194193574866	1.13989049187158e-20	6.91053720981583e-20
ATF7IP	2.91692158	3.27513321601604	0.358211636016043	2.13422055941642e-09	4.23630791041017e-09
PLA2G1B	2.24117332	2.83361420048128	0.592440880481283	2.57649618929047e-09	5.08343023260095e-09
VKORC1	7.0149028	6.55162644713904	-0.463276352860962	2.60821801124552e-06	4.13467151710906e-06
MMP14	3.17748368	4.10492155066845	0.92743787066845	7.84979815046457e-16	2.64848231715254e-15
TFF2	2.76400766	2.48513691390374	-0.278870746096256	5.42314778129959e-07	9.04677324876662e-07
ABCB1	4.93268908	4.94924843312834	0.0165593531283417	0.177074169369146	0.190766695699191
MUC16	1.8642541	1.87630039058824	0.0120462905882353	0.0329828731230483	0.038203215092563
AHNAK	4.78661604	5.21418378751337	0.427567747513369	1.80837217532365e-07	3.12590047448802e-07
GDPD3	2.19352694	2.59858532553476	0.40505838553476	1.36326651317936e-17	5.56971929274435e-17
CAT	8.31950382	7.37328903818182	-0.946214781818181	2.27902989802099e-14	6.70352017623024e-14
PACS2	2.98279214	3.7286890252139	0.745896885213904	9.52804914181245e-26	2.1916994288966e-24
FKBP2	6.7723264	7.24093517748663	0.468608777486631	1.67477401321962e-09	3.35220459070222e-09
LDB2	3.90209618	3.57236180227273	-0.329734377727273	8.48526866648614e-05	0.000120421558693882
CLEC7A	3.06748884	2.92076555820856	-0.146723281791444	0.00568570144303477	0.00702108218178752
CD1A	2.2186805	2.31729578721925	0.0986152872192512	0.00093769806498028	0.0012340067959563
BLVRB	7.31441226	7.55359357770053	0.239181317700535	0.00992009857137622	0.0120066087532154
TK1	2.65015268	4.38490599374332	1.73475331374332	5.29867670396596e-26	1.37252819138215e-24
ALOX15	1.78185878	1.90092783048128	0.119069050481283	8.16437735885559e-06	1.24574097790243e-05
AMOTL2	4.72336802	4.25190147641711	-0.471466543582888	1.82425214091708e-05	2.72097587989202e-05
WDR3	3.54844298	3.75031930949198	0.201876329491979	0.0339836319319078	0.0393211187915302
VDR	2.18661674	2.47823067179144	0.291613931791444	1.8650140659408e-05	2.78036611720761e-05
CCR8	1.9448955	2.03142596826203	0.0865304682620318	3.74021131487679e-06	5.84523824209248e-06
INTS8	3.62140942	4.73795984302139	1.11655042302139	4.13302883086427e-27	2.05095750915866e-25
PSORS1C1	1.74948026	1.87069625716578	0.121215997165776	9.8050323388174e-13	2.49590347690992e-12
LRRC17	2.40186414	2.56515584815508	0.16329170815508	0.0537835667575947	0.0610630135179735
EFNA3	2.2146133	2.91353136729947	0.698918067299465	3.03270280796102e-22	2.40681616376637e-21
CXorf21	2.64134262	2.54633541010695	-0.0950072098930481	0.00884667268180717	0.0107530837757538
IMPA2	4.52385756	4.77844888660428	0.254591326604278	0.0180401141316428	0.02134034125148
PEX3	4.90312848	4.5602428886631	-0.342885591336898	3.26852538699986e-05	4.78866889092217e-05
GAMT	8.29455408	7.94426858016043	-0.350285499839572	0.0195275999727081	0.0230197905457001
FOXF2	1.83679922	2.00480415374332	0.168004933743315	2.6443669830099e-11	6.05435291885082e-11
TMCC2	2.23895642	2.3419255831016	0.102969163101604	0.00245903742762179	0.00313429691171476
EPS8L2	5.49634622	6.05449412157754	0.55814790157754	4.06696223150466e-10	8.51670872235198e-10
YTHDC2	3.12425278	3.36228497371658	0.238032193716577	1.38124556121124e-05	2.07739520554723e-05
DYM	2.53403816	3.07775653457219	0.543718374572193	6.57191934994822e-23	6.05315574745491e-22
PTRH2	4.21647598	5.04117269532086	0.824696715320855	5.67346621597662e-21	3.61831964517845e-20
USP34	3.85184192	4.01332606299465	0.161484142994652	0.0232714488907456	0.0272585476796122
HBEGF	3.11203652	2.98578609114973	-0.126250428850267	0.0926483406771397	0.102964619174783
DALRD3	2.84206996	3.37310238938503	0.531032429385027	2.44053607606471e-20	1.40529694653713e-19
ZNF593	3.69054498	3.9382520821123	0.2477071021123	0.00157868449987048	0.00204135854009017
FGF17	2.038724	2.1527928144385	0.114068814438502	4.29061008412405e-11	9.70275444779e-11
CYP3A43	4.45795298	3.45027808417112	-1.00767489582888	1.34627624146352e-12	3.38800506701788e-12
CORO1B	3.61935812	4.58608664508021	0.966728525080214	1.05655249442216e-24	1.61183561022987e-23
LRRFIP1	5.0535118	5.08969736294118	0.0361855629411769	0.700982279882135	0.711943943681603
CTAG2	1.84942508	2.5541352492246	0.704710169224599	2.19957225004723e-09	4.35736923110736e-09
TEAD4	2.57033476	3.03109077248663	0.460756012486631	2.02378366237233e-07	3.48733536670597e-07
SHH	2.90023588	2.82944247205882	-0.0707934079411765	0.235953543070665	0.251408642453943
TROVE2	3.5779477	4.0293488878877	0.451401187887701	1.68011188751696e-12	4.20170676739448e-12
SPTLC2	2.7642158	3.0720343426738	0.307818542673797	3.28670928752551e-10	6.92711747945502e-10
HIF1AN	2.50035648	3.02507741427807	0.524720934278075	6.335104484574e-23	5.85334496989981e-22
FOXC2	1.79342394	1.9503816313369	0.156957691336898	3.77185015659931e-11	8.56251668806006e-11
TBL3	3.47808236	4.0715779357754	0.593495575775401	4.98932934995032e-21	3.22154577106076e-20
ERGIC3	4.96633526	5.59146930368984	0.625134043689839	8.83998054839937e-25	1.37713488860691e-23
CTSS	5.42377294	5.37032205994652	-0.0534508800534761	0.637470460607371	0.649754970983719
HIST1H3G	1.9016793	2.01685065096257	0.115171350962567	4.67479667551826e-08	8.41158668463084e-08
GNRH1	1.74015036	1.94426708836898	0.204116728368984	1.05355112977548e-16	3.89536087455287e-16
HES1	5.4334162	5.1857188826738	-0.247697317326203	0.0309955870878144	0.0359579748813586
SNX19	4.20223514	4.48965099941177	0.287415859411765	4.15175444672897e-06	6.46894461597407e-06
CDC123	4.72573436	5.71988568227273	0.994151322272727	3.34072981681067e-25	6.09683191567947e-24
RIN3	3.13378162	3.21759216449198	0.0838105444919783	0.0413110069702238	0.0474389137503883
VPS8	3.04060876	3.60491771106952	0.564308951069519	7.21803194771728e-20	3.83384703512849e-19
SLC6A12	5.28002796	4.29419442454545	-0.985833535454545	3.15522946742579e-08	5.74879164310479e-08
HSDL2	5.92378746	5.79220444729946	-0.131583012700535	0.0943295260343443	0.104740754677733
SNX16	2.03043592	2.38209306780749	0.351657147807487	3.35911801263565e-11	7.6452175742362e-11
VILL	2.00933762	2.10775006013369	0.0984124401336897	0.00316825413105066	0.00400360353928047
CCDC57	2.4657645	2.67835500406417	0.212590504064171	0.00260274090295469	0.00331125023704433
SYF2	4.87920352	5.48444816839572	0.605244648395722	1.66416670987166e-19	8.52149828886746e-19
GEM	4.01836226	3.73217129117647	-0.286190968823529	0.00872006524327217	0.0106064908143518
MAP3K8	2.58706014	2.92813694895722	0.341076808957219	0.00273198170422521	0.00347067372262639
SPSB3	3.61035802	3.87882938639037	0.268471366390374	0.000495852998467214	0.000664220433039263
MS4A3	1.73304426	1.6958443873262	-0.0371998726737968	3.32658546481949e-07	5.63770710106496e-07
POLH	2.8182048	3.51063024863636	0.692425448636364	1.14959113567297e-13	3.17223945685703e-13
LTBP4	3.60571762	3.23001774112299	-0.375699878877005	6.66279746689353e-05	9.52459783542168e-05
ACAD8	3.96778426	4.10449672812834	0.136712468128342	0.0121646173809406	0.0145932453247112
KIFC3	2.9778746	3.52872892673797	0.550854326737968	5.54952754440042e-13	1.43835025820683e-12
PTPRG	2.3138893	3.09640804312834	0.782518743128342	1.16025222446067e-15	3.84992783571041e-15
RAPGEF2	3.79426944	3.76311054783422	-0.0311588921657755	0.748893973726998	0.75807706508487
IGHG1	4.8744178	3.95752282473262	-0.916894975267379	0.000229145561140031	0.000314389987814522
PRRX1	1.7915004	2.03806807053476	0.246567670534759	5.61185252774392e-18	2.3843234034388e-17
KIR2DL3	2.12235896	2.09343440237968	-0.028924557620321	0.000373803222035447	0.000505636119485314
ELOVL2	4.59511242	5.12778520705882	0.532672787058823	0.000210039351833829	0.000289164213645295
ADAMTSL2	4.30229416	3.31102180534759	-0.991272354652406	9.80723803865297e-12	2.31376425201447e-11
OSBPL8	4.42751016	4.53884256256684	0.111332402566845	0.269033639159177	0.285107874588244
TRIM46	1.80758852	1.92979568745989	0.122207167459893	2.73099011007668e-14	7.98244455965864e-14
AKR7A2	5.61050642	5.94962476427807	0.339118344278075	6.32675456647462e-06	9.71899531924701e-06
C21orf91	3.15232678	2.6031393063369	-0.549187473663101	4.32374398174638e-15	1.35575543453198e-14
DDX42	5.21502578	5.87376058748663	0.65873480748663	1.65177132727268e-21	1.15978506627978e-20
TJP3	3.1247702	3.30685070791444	0.182080507914439	0.119940005652591	0.131753521941218
TJP2	5.8639345	5.4598538357754	-0.404080664224599	7.05272381192047e-05	0.000100640887610167
PAWR	3.14660692	3.41901067644385	0.27240375644385	1.41251753314737e-05	2.12334366410666e-05
ARL4D	4.34632036	4.18810909938503	-0.158211260614973	0.231131409262707	0.246508541175742
E2F1	1.9919915	3.61240984013369	1.62041834013369	1.32023105776736e-27	1.0320000825893e-25
SCAMP3	4.8170557	6.34317719622995	1.52612149622995	3.710528785761e-29	2.34107862604478e-26
OLR1	1.7557721	1.93269319149733	0.176921091497326	0.25489629367772	0.270710467963845
BAG3	4.76106168	5.24215469374332	0.481093013743315	5.90087611758348e-06	9.08531266282288e-06
PTGER4	2.59654848	2.56095573687166	-0.0355927431283423	0.0590224800658916	0.0667108962934164
LY6G5C	2.09045492	2.39125458379679	0.300799663796791	6.46900059141807e-09	1.24191876166042e-08
TIMM22	3.04003566	3.48170121454545	0.441665554545454	2.80847474918812e-13	7.48333558358331e-13
SLC39A8	3.88949044	3.63469722574866	-0.254793214251337	0.000647006449035778	0.000859141305522103
RAB14	5.44302526	5.42523685203209	-0.017788407967914	0.896853901936763	0.901446349090513
FAT2	1.8095398	1.84948869572193	0.0399488957219252	5.29065979485216e-07	8.8307630324885e-07
TOM1L1	5.28967788	5.52506771294118	0.235389832941176	0.00284413228169257	0.00360795927677588
CENPM	1.9183057	3.27714410679144	1.35883840679144	1.90253167210326e-26	6.0668094800318e-25
RAB11B	4.34733482	4.67524463641711	0.327909816417112	5.78644540276268e-10	1.1967144051183e-09
